,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Total Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Active Cases/1M pop,Date,Country Code
2336,Lebanon,1097800.0,62.0,10404.0,1.0,1084400.0,,2996.0,186.0,162188.0,1537.0,4795578.0,708493.0,6768698.0,Asia,6.0,651.0,1.0,443.0,2022-05-13,LBN
2337,Finland,1069740.0,,4284.0,,,,,21.0,192513.0,771.0,10832080.0,1949372.0,5556703.0,Europe,5.0,1297.0,1.0,183464.0,2022-05-13,FIN
2338,Lithuania,1060423.0,149.0,9128.0,,1032097.0,465.0,19198.0,11.0,399889.0,3442.0,9954903.0,3754026.0,2651794.0,Europe,3.0,291.0,0.0,7240.0,2022-05-13,LTU
2339,Tunisia,1041197.0,,28575.0,,,,,29.0,86419.0,2372.0,4592916.0,381210.0,12048261.0,Africa,12.0,422.0,3.0,-1173.12,2022-05-13,TUN
2340,New Zealand,1030733.0,7528.0,892.0,29.0,976483.0,7404.0,53358.0,,206060.0,178.0,7123862.0,1424174.0,5002100.0,Australia/Oceania,5.0,5608.0,1.0,10667.0,2022-05-13,NZL
2341,Slovenia,1018298.0,592.0,6617.0,2.0,1001298.0,1266.0,10383.0,15.0,489691.0,3182.0,2655353.0,1276938.0,2079469.0,Europe,2.0,314.0,1.0,4993.0,2022-05-13,SVN
2342,Belarus,982867.0,,6978.0,,,,,,104078.0,739.0,13220483.0,1399948.0,9443552.0,Europe,10.0,1353.0,1.0,5014.0,2022-05-13,BLR
2343,Nepal,978982.0,7.0,11952.0,,966857.0,16.0,173.0,,32514.0,397.0,5664774.0,188137.0,30109781.0,Asia,31.0,2519.0,5.0,6.0,2022-05-13,NPL
2344,Bolivia,905994.0,174.0,21926.0,,863219.0,206.0,20849.0,220.0,75697.0,1832.0,2705422.0,226042.0,11968684.0,South America,13.0,546.0,4.0,1742.0,2022-05-13,BOL
2345,Uruguay,902540.0,,7213.0,,892434.0,,2893.0,18.0,258157.0,2063.0,6114822.0,1749048.0,3496085.0,South America,4.0,485.0,1.0,827.0,2022-05-13,URY
2346,UAE,901440.0,369.0,2302.0,,885287.0,250.0,13851.0,,89143.0,228.0,158453134.0,15669351.0,10112297.0,Asia,11.0,4393.0,0.0,1370.0,2022-05-13,ARE
2347,Ecuador,871046.0,269.0,35602.0,1.0,,,,759.0,48017.0,1963.0,2470170.0,136169.0,18140497.0,South America,21.0,510.0,7.0,21585.0,2022-05-13,ECU
2348,Costa Rica,866164.0,,8444.0,,841683.0,,16037.0,48.0,167197.0,1630.0,4401922.0,849710.0,5180499.0,North America,6.0,614.0,1.0,3096.0,2022-05-13,CRI
2349,Guatemala,851215.0,662.0,17772.0,20.0,831162.0,632.0,2281.0,5.0,45935.0,959.0,4534174.0,244682.0,18530857.0,North America,22.0,1043.0,4.0,123.0,2022-05-13,GTM
2350,Latvia,825470.0,229.0,5796.0,2.0,815843.0,410.0,3831.0,9.0,446806.0,3137.0,7214910.0,3905248.0,1847491.0,Europe,2.0,319.0,0.0,2074.0,2022-05-13,LVA
2351,Panama,799975.0,3248.0,8199.0,3.0,770363.0,1004.0,21413.0,16.0,180139.0,1846.0,5991973.0,1349276.0,4440881.0,North America,6.0,542.0,1.0,4822.0,2022-05-13,PAN
2352,Azerbaijan,792638.0,,9709.0,,782869.0,,60.0,,76889.0,942.0,6838458.0,663356.0,10308884.0,Asia,13.0,1062.0,2.0,6.0,2022-05-13,AZE
2353,Saudi Arabia,757802.0,559.0,9110.0,1.0,743099.0,210.0,5593.0,56.0,21156.0,254.0,42072272.0,1174529.0,35820558.0,Asia,47.0,3932.0,1.0,156.0,2022-05-13,SAU
2354,Sri Lanka,663632.0,23.0,16510.0,1.0,646154.0,2.0,968.0,,30752.0,765.0,6486117.0,300562.0,21579973.0,Asia,33.0,1307.0,3.0,45.0,2022-05-13,LKA
2355,Paraguay,649718.0,,18872.0,,624673.0,,6173.0,2.0,89061.0,2587.0,2633737.0,361022.0,7295226.0,South America,11.0,387.0,3.0,846.0,2022-05-13,PRY
2356,Taiwan,635870.0,52701.0,1009.0,41.0,46143.0,,588718.0,,26609.0,42.0,15820952.0,662053.0,23896821.0,Asia,38.0,23684.0,2.0,24636.0,2022-05-13,TWN
2357,Kuwait,632074.0,,2555.0,,629114.0,,405.0,3.0,144051.0,582.0,8071763.0,1839575.0,4387841.0,Asia,7.0,1717.0,1.0,92.0,2022-05-13,KWT
2358,Myanmar,613088.0,28.0,19434.0,,592012.0,61.0,1642.0,,11129.0,353.0,8058361.0,146284.0,55087143.0,Asia,90.0,2835.0,7.0,30.0,2022-05-13,MMR
2359,Palestine,582119.0,,5353.0,,576684.0,,82.0,17.0,109389.0,1006.0,3078533.0,578503.0,5321553.0,Asia,9.0,994.0,2.0,15.0,2022-05-13,PSE
2360,Dominican Republic,580201.0,135.0,4376.0,,575302.0,183.0,523.0,1.0,52507.0,396.0,3300974.0,298733.0,11049916.0,North America,19.0,2525.0,3.0,47.0,2022-05-13,DOM
2361,Bahrain,575762.0,633.0,1479.0,,568696.0,525.0,5587.0,3.0,317866.0,817.0,9772208.0,5395034.0,1811334.0,Asia,3.0,1225.0,0.0,3084.0,2022-05-13,BHR
2362,Estonia,573922.0,,2556.0,,514836.0,,56530.0,3.0,432108.0,1924.0,3345340.0,2518717.0,1328192.0,Europe,2.0,520.0,0.0,42562.0,2022-05-13,EST
2363,Venezuela,522890.0,31.0,5710.0,1.0,516098.0,72.0,1082.0,230.0,18486.0,202.0,3359014.0,118750.0,28286347.0,South America,54.0,4954.0,8.0,38.0,2022-05-13,VEN
2364,Moldova,516986.0,,11489.0,,504142.0,,1355.0,49.0,128714.0,2860.0,3216305.0,800762.0,4016555.0,Europe,8.0,350.0,1.0,337.0,2022-05-13,MDA
2365,Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4868.0,232.0,3693367.0,34870.0,105917823.0,Africa,205.0,4303.0,29.0,461.0,2022-05-13,EGY
2366,Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71245.0,913.0,2477219.0,351638.0,7044790.0,Africa,14.0,1096.0,3.0,639.0,2022-05-13,LBY
2367,Cyprus,477711.0,,1032.0,,124370.0,,352309.0,60.0,390389.0,843.0,9477138.0,7744785.0,1223680.0,Asia,3.0,1186.0,0.0,287909.0,2022-05-13,CYP
2368,Ethiopia,470851.0,48.0,7510.0,,455752.0,3.0,7589.0,4.0,3916.0,62.0,4827546.0,40146.0,120249503.0,Africa,255.0,16012.0,25.0,63.0,2022-05-13,ETH
2369,Mongolia,469885.0,,2179.0,,313256.0,,154450.0,192.0,139171.0,645.0,4030048.0,1193624.0,3376312.0,Asia,7.0,1549.0,1.0,45745.0,2022-05-13,MNG
2370,Honduras,424390.0,,10896.0,,132358.0,,281136.0,105.0,41619.0,1069.0,1365056.0,133867.0,10197097.0,North America,24.0,936.0,7.0,27570.0,2022-05-13,HND
2371,Armenia,422896.0,,8623.0,,412048.0,,2225.0,,142220.0,2900.0,3068217.0,1031844.0,2973527.0,Asia,7.0,345.0,1.0,748.0,2022-05-13,ARM
2372,Réunion,405980.0,,762.0,,395430.0,,9788.0,10.0,447520.0,840.0,1603660.0,1767748.0,907177.0,Africa,2.0,1191.0,1.0,10790.0,2022-05-13,REU
2373,Oman,389370.0,,4259.0,,384543.0,,568.0,3.0,72811.0,796.0,25000000.0,4674909.0,5347698.0,Asia,14.0,1256.0,0.0,106.0,2022-05-13,OMN
2374,Bosnia and Herzegovina,377475.0,36.0,15775.0,3.0,,,,,116399.0,4864.0,1766618.0,544759.0,3242934.0,Europe,9.0,206.0,2.0,52262.0,2022-05-13,BIH
2375,Qatar,365815.0,123.0,677.0,,364125.0,89.0,1013.0,2.0,130285.0,241.0,3477744.0,1238599.0,2807805.0,Asia,8.0,4147.0,1.0,361.0,2022-05-13,QAT
2376,Kenya,323952.0,23.0,5649.0,,318116.0,4.0,187.0,2.0,5788.0,101.0,3625373.0,64773.0,55970065.0,Africa,173.0,9908.0,15.0,3.0,2022-05-13,KEN
2377,Zambia,320412.0,69.0,3983.0,,315819.0,97.0,610.0,1.0,16568.0,206.0,3448437.0,178310.0,19339556.0,Africa,60.0,4856.0,6.0,32.0,2022-05-13,ZMB
2378,North Macedonia,310595.0,89.0,9287.0,2.0,300675.0,87.0,633.0,,149094.0,4458.0,2033385.0,976080.0,2083215.0,Europe,7.0,224.0,1.0,304.0,2022-05-13,MKD
2379,Botswana,306324.0,,2690.0,,303026.0,,608.0,1.0,125554.0,1103.0,2026898.0,830772.0,2439777.0,Africa,8.0,907.0,1.0,249.0,2022-05-13,BWA
2380,Albania,275485.0,49.0,3497.0,,271781.0,31.0,207.0,2.0,95922.0,1218.0,1815813.0,632255.0,2871962.0,Europe,10.0,821.0,2.0,72.0,2022-05-13,ALB
2381,Algeria,265808.0,6.0,6875.0,,178371.0,,80562.0,6.0,5865.0,152.0,230861.0,5094.0,45321185.0,Africa,171.0,6592.0,196.0,1778.0,2022-05-13,DZA
2382,Nigeria,255836.0,,3143.0,,249936.0,,2757.0,11.0,1186.0,15.0,5114703.0,23721.0,215623420.0,Africa,843.0,68604.0,42.0,13.0,2022-05-13,NGA
2383,Zimbabwe,248943.0,188.0,5481.0,1.0,242304.0,62.0,1158.0,12.0,16308.0,359.0,2283475.0,149592.0,15264666.0,Africa,61.0,2785.0,7.0,76.0,2022-05-13,ZWE
2384,Luxembourg,243569.0,613.0,1073.0,,235372.0,567.0,7124.0,,377693.0,1664.0,4246211.0,6584426.0,644887.0,Europe,3.0,601.0,0.0,11047.0,2022-05-13,LUX
2385,Uzbekistan,238778.0,11.0,1637.0,,236913.0,27.0,228.0,23.0,6947.0,48.0,1377915.0,40091.0,34369864.0,Asia,144.0,20996.0,25.0,7.0,2022-05-13,UZB
2386,Montenegro,236076.0,77.0,2718.0,,232710.0,101.0,648.0,6.0,375789.0,4327.0,2463418.0,3921304.0,628214.0,Europe,3.0,231.0,0.0,1031.0,2022-05-13,MNE
2387,Mozambique,225470.0,15.0,2201.0,,223188.0,2.0,81.0,13.0,6857.0,67.0,1318662.0,40104.0,32880722.0,Africa,146.0,14939.0,25.0,2.0,2022-05-13,MOZ
2388,Laos,209243.0,78.0,752.0,2.0,,,,,28005.0,101.0,1232128.0,164908.0,7471592.0,Asia,36.0,9936.0,6.0,26879.0,2022-05-13,LAO
2389,Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29892.0,445.0,1907195.0,283638.0,6724049.0,Asia,33.0,2248.0,4.0,237.0,2022-05-13,KGZ
2390,Iceland,186179.0,130.0,120.0,,,,,,539093.0,347.0,2264004.0,6555566.0,345356.0,Europe,2.0,2878.0,0.0,319595.0,2022-05-13,ISL
2391,Maldives,179483.0,,298.0,,163687.0,,15498.0,25.0,321527.0,534.0,2213831.0,3965875.0,558220.0,Asia,3.0,1873.0,0.0,27763.0,2022-05-13,MDV
2392,Afghanistan,179169.0,36.0,7686.0,1.0,162132.0,5.0,9351.0,1124.0,4418.0,190.0,949547.0,23413.0,40555834.0,Asia,226.0,5277.0,43.0,231.0,2022-05-13,AFG
2393,Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3388.0,74.0,2612795.0,53959.0,48421891.0,Africa,295.0,13465.0,19.0,1245.0,2022-05-13,UGA
2394,El Salvador,162089.0,,4129.0,,150662.0,,7298.0,8.0,24758.0,631.0,1950448.0,297916.0,6546980.0,North America,40.0,1586.0,3.0,1115.0,2022-05-13,SLV
2395,Ghana,161280.0,,1445.0,,159788.0,,47.0,1.0,4997.0,45.0,2442206.0,75664.0,32277066.0,Africa,200.0,22337.0,13.0,1.0,2022-05-13,GHA
2396,Namibia,159503.0,372.0,4028.0,,153662.0,,1813.0,,60732.0,1534.0,1015142.0,386524.0,2626338.0,Africa,16.0,652.0,3.0,690.0,2022-05-13,NAM
2397,Trinidad and Tobago,153471.0,668.0,3866.0,4.0,140228.0,,9377.0,18.0,109007.0,2746.0,722629.0,513266.0,1407903.0,North America,9.0,364.0,2.0,6660.0,2022-05-13,TTO
2398,Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408975.0,2471.0,828928.0,2212097.0,374725.0,North America,2.0,405.0,0.0,406226.0,2022-05-13,MTQ
2399,Brunei,143866.0,270.0,219.0,1.0,142173.0,146.0,1474.0,2.0,323107.0,492.0,717784.0,1612063.0,445258.0,Asia,3.0,2033.0,1.0,3310.0,2022-05-13,BRN
2400,Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350105.0,2134.0,938039.0,2343627.0,400251.0,North America,3.0,469.0,0.0,342350.0,2022-05-13,GLP
2401,Cambodia,136262.0,,3056.0,,133189.0,3.0,17.0,,7946.0,178.0,2959910.0,172604.0,17148603.0,Asia,126.0,5611.0,6.0,1.0,2022-05-13,KHM
2402,Jamaica,131704.0,276.0,2991.0,4.0,84818.0,65.0,43895.0,,44119.0,1002.0,1028701.0,344604.0,2985168.0,North America,23.0,998.0,3.0,14704.0,2022-05-13,JAM
2403,Rwanda,129886.0,9.0,1459.0,,45522.0,,82905.0,,9587.0,108.0,5328850.0,393325.0,13548196.0,Africa,104.0,9286.0,3.0,6119.0,2022-05-13,RWA
2404,Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4313.0,69.0,1751774.0,63076.0,27772431.0,Africa,232.0,14412.0,16.0,2.0,2022-05-13,CMR
2405,Angola,99194.0,,1900.0,,97149.0,,145.0,,2853.0,55.0,1499795.0,43143.0,34763664.0,Africa,350.0,18297.0,23.0,4.0,2022-05-13,AGO
2406,Malta,93249.0,111.0,713.0,,89625.0,182.0,2911.0,4.0,210149.0,1607.0,1901338.0,4284927.0,443727.0,Europe,5.0,622.0,0.0,6560.0,2022-05-13,MLT
2407,DRC,87023.0,,1337.0,,50930.0,,34756.0,,920.0,14.0,846704.0,8949.0,94614791.0,Africa,1087.0,70766.0,112.0,367.0,2022-05-13,COD
2408,Senegal,86029.0,3.0,1966.0,,84046.0,4.0,17.0,,4898.0,112.0,1078391.0,61402.0,17562929.0,Africa,204.0,8933.0,16.0,1.0,2022-05-13,SEN
2409,Malawi,85855.0,11.0,2635.0,1.0,82462.0,216.0,758.0,67.0,4283.0,131.0,577765.0,28820.0,20047501.0,Africa,234.0,7608.0,35.0,38.0,2022-05-13,MWI
2410,Ivory Coast,81985.0,4.0,799.0,,81167.0,1.0,19.0,,2971.0,29.0,1509146.0,54698.0,27590767.0,Africa,337.0,34532.0,18.0,0.7,2022-05-13,CIV
2411,French Guiana,81784.0,,397.0,,11254.0,,70133.0,1.0,261247.0,1268.0,631628.0,2017646.0,313052.0,South America,4.0,789.0,0.0,224030.0,2022-05-13,GUF
2412,Suriname,80008.0,,1337.0,,49455.0,,29216.0,,134153.0,2242.0,236268.0,396162.0,596393.0,South America,7.0,446.0,3.0,48988.0,2022-05-13,SUR
2413,Barbados,75438.0,407.0,432.0,,71201.0,251.0,3805.0,,261912.0,1500.0,666454.0,2313851.0,288028.0,North America,4.0,667.0,0.0,13211.0,2022-05-13,BRB
2414,Channel Islands,75275.0,,173.0,,74574.0,,528.0,,425670.0,978.0,1252808.0,7084455.0,176839.0,Europe,2.0,1022.0,0.0,2986.0,2022-05-13,
2415,French Polynesia,72786.0,35.0,648.0,1.0,,,,7.0,256358.0,2282.0,,,283923.0,Australia/Oceania,4.0,438.0,,136086.0,2022-05-13,PYF
2416,Eswatini,71583.0,84.0,1402.0,,69394.0,62.0,787.0,11.0,60537.0,1186.0,1020644.0,863146.0,1182470.0,Africa,17.0,843.0,1.0,666.0,2022-05-13,SWZ
2417,Fiji,64725.0,9.0,862.0,,62853.0,,1010.0,,71243.0,949.0,508406.0,559605.0,908508.0,Australia/Oceania,14.0,1054.0,2.0,1112.0,2022-05-13,FJI
2418,Madagascar,64236.0,,1393.0,,59370.0,,3473.0,14.0,2214.0,48.0,430995.0,14856.0,29012388.0,Africa,452.0,20827.0,67.0,120.0,2022-05-13,MDG
2419,Guyana,63736.0,36.0,1228.0,,62260.0,19.0,248.0,,80313.0,1547.0,608164.0,766336.0,793600.0,South America,12.0,646.0,1.0,313.0,2022-05-13,GUY
2420,Sudan,62161.0,,4936.0,,,,,,1359.0,108.0,562941.0,12305.0,45749769.0,Africa,736.0,9269.0,81.0,369.0,2022-05-13,SDN
2421,New Caledonia,60749.0,300.0,312.0,,60231.0,108.0,206.0,9.0,209050.0,1074.0,98964.0,340556.0,290595.0,Australia/Oceania,5.0,931.0,3.0,709.0,2022-05-13,NCL
2422,Bhutan,59564.0,12.0,21.0,,59462.0,65.0,81.0,,75648.0,27.0,2303563.0,2925587.0,787385.0,Asia,13.0,37495.0,0.0,103.0,2022-05-13,BTN
2423,Mauritania,58805.0,17.0,982.0,,57706.0,2.0,117.0,,12059.0,201.0,813713.0,166864.0,4876510.0,Africa,83.0,4966.0,6.0,24.0,2022-05-13,MRT
2424,Belize,57836.0,60.0,676.0,,56750.0,11.0,410.0,6.0,140710.0,1645.0,548290.0,1333942.0,411030.0,North America,7.0,608.0,1.0,997.0,2022-05-13,BLZ
2425,Cabo Verde,56099.0,6.0,401.0,,55604.0,9.0,94.0,23.0,98905.0,707.0,400982.0,706949.0,567201.0,Africa,10.0,1414.0,1.0,166.0,2022-05-13,CPV
2426,Syria,55867.0,1.0,3150.0,,52395.0,52.0,322.0,,3055.0,172.0,146269.0,7997.0,18289813.0,Asia,327.0,5806.0,125.0,18.0,2022-05-13,SYR
2427,Gabon,47608.0,,304.0,,47297.0,,7.0,,20492.0,131.0,1594523.0,686341.0,2323223.0,Africa,49.0,7642.0,1.0,3.0,2022-05-13,GAB
2428,Papua New Guinea,43876.0,,651.0,,43200.0,,25.0,7.0,4737.0,70.0,249149.0,26901.0,9261677.0,Australia/Oceania,211.0,14227.0,37.0,3.0,2022-05-13,PNG
2429,Seychelles,43235.0,,167.0,,42553.0,,515.0,,434619.0,1679.0,,,99478.0,Africa,2.0,596.0,,5177.0,2022-05-13,SYC
2430,Curaçao,42567.0,450.0,275.0,,41905.0,298.0,387.0,3.0,257453.0,1663.0,496693.0,3004089.0,165339.0,North America,4.0,601.0,0.0,2341.0,2022-05-13,CUW
2431,Andorra,42156.0,,153.0,,41021.0,,982.0,14.0,543983.0,1974.0,249838.0,3223924.0,77495.0,Europe,2.0,507.0,0.0,12672.0,2022-05-13,AND
2432,Burundi,41216.0,19.0,38.0,,,,,,3285.0,3.0,345742.0,27553.0,12548055.0,Africa,304.0,330212.0,36.0,3220.0,2022-05-13,BDI
2433,Mauritius,37837.0,6.0,996.0,,36159.0,24.0,682.0,,29660.0,781.0,358675.0,281162.0,1275687.0,Africa,34.0,1281.0,4.0,535.0,2022-05-13,MUS
2434,Mayotte,37363.0,,187.0,,2964.0,,34212.0,,131083.0,656.0,176919.0,620694.0,285034.0,Africa,8.0,1524.0,2.0,120028.0,2022-05-13,MYT
2435,Togo,37013.0,4.0,273.0,,36719.0,3.0,21.0,,4284.0,32.0,734635.0,85038.0,8638903.0,Africa,233.0,31644.0,12.0,2.0,2022-05-13,TGO
2436,Guinea,36459.0,,440.0,,35976.0,,43.0,8.0,2643.0,32.0,660107.0,47855.0,13793977.0,Africa,378.0,31350.0,21.0,3.0,2022-05-13,GIN
2437,Tanzania,35354.0,,840.0,,,,,7.0,562.0,13.0,,,62892121.0,Africa,1779.0,74872.0,,546.0,2022-05-13,TZA
2438,Aruba,35189.0,504.0,212.0,1.0,34774.0,425.0,203.0,,327011.0,1970.0,177885.0,1653083.0,107608.0,North America,3.0,508.0,1.0,1886.0,2022-05-13,ABW
2439,Faeroe Islands,34658.0,,28.0,,7693.0,,26937.0,5.0,704316.0,569.0,778000.0,15810437.0,49208.0,Europe,1.0,1757.0,0.0,547411.0,2022-05-13,FRO
2440,Bahamas,33830.0,21.0,800.0,1.0,32458.0,19.0,572.0,,84528.0,1999.0,229817.0,574224.0,400222.0,North America,12.0,500.0,2.0,1429.0,2022-05-13,BHS
2441,Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15139.0,321.0,431221.0,198373.0,2173785.0,Africa,66.0,3119.0,5.0,3707.0,2022-05-13,LSO
2442,Mali,30978.0,13.0,733.0,,30049.0,20.0,196.0,,1452.0,34.0,673441.0,31567.0,21333413.0,Africa,689.0,29104.0,32.0,9.0,2022-05-13,MLI
2443,Haiti,30713.0,,835.0,,29605.0,,273.0,,2634.0,72.0,132422.0,11356.0,11660642.0,North America,380.0,13965.0,88.0,23.0,2022-05-13,HTI
2444,Isle of Man,28416.0,,87.0,1.0,26794.0,,1535.0,,330923.0,1013.0,150753.0,1755616.0,85869.0,Europe,3.0,987.0,1.0,17876.0,2022-05-13,IMN
2445,Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2120.0,13.0,604310.0,47536.0,12712600.0,Africa,472.0,77991.0,21.0,101.0,2022-05-13,BEN
2446,Somalia,26518.0,,1350.0,,13182.0,,11986.0,,1586.0,81.0,400466.0,23957.0,16716211.0,Africa,630.0,12382.0,42.0,717.0,2022-05-13,SOM
2447,Congo,24079.0,,385.0,,20178.0,,3516.0,,4173.0,67.0,347815.0,60278.0,5770205.0,Africa,240.0,14988.0,17.0,609.0,2022-05-13,COG
2448,Saint Lucia,23978.0,186.0,368.0,,23144.0,63.0,466.0,1.0,129481.0,1987.0,143281.0,773718.0,185185.0,North America,8.0,503.0,1.0,2516.0,2022-05-13,LCA
2449,Cayman Islands,23578.0,,28.0,,8553.0,,14997.0,1.0,351098.0,417.0,222773.0,3317296.0,67155.0,North America,3.0,2398.0,0.0,223319.0,2022-05-13,CYM
2450,Timor-Leste,22886.0,2.0,130.0,1.0,22730.0,16.0,26.0,,16765.0,95.0,264143.0,193502.0,1365066.0,Asia,60.0,10501.0,5.0,19.0,2022-05-13,TLS
2451,Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,949.0,17.0,248995.0,11335.0,21967152.0,Africa,1053.0,57506.0,88.0,1.0,2022-05-13,BFA
2452,Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2731.0,33.0,,,6770907.0,North America,366.0,30093.0,,2074.0,2022-05-13,NIC
2453,Solomon Islands,18174.0,,146.0,,16357.0,,1671.0,2.0,25307.0,203.0,5117.0,7125.0,718151.0,Australia/Oceania,40.0,4919.0,140.0,2327.0,2022-05-13,SLB
2454,Gibraltar,18129.0,,102.0,,16579.0,,1448.0,,538400.0,3029.0,534283.0,15867278.0,33672.0,Europe,2.0,330.0,0.0,43003.0,2022-05-13,GIB
2455,South Sudan,17525.0,,138.0,,13514.0,,3873.0,1.0,1532.0,12.0,389677.0,34070.0,11437419.0,Africa,653.0,82880.0,29.0,339.0,2022-05-13,SSD
2456,Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1750.0,12.0,,,9935320.0,Asia,571.0,80124.0,,,2022-05-13,TJK
2457,Liechtenstein,17306.0,14.0,84.0,,17154.0,,68.0,,451488.0,2191.0,102174.0,2665571.0,38331.0,Europe,2.0,456.0,0.0,1774.0,2022-05-13,LIE
2458,San Marino,16823.0,29.0,115.0,,16424.0,30.0,284.0,4.0,493879.0,3376.0,152231.0,4469101.0,34063.0,Europe,2.0,296.0,0.0,8337.0,2022-05-13,SMR
2459,Grenada,16191.0,153.0,221.0,,14626.0,8.0,1344.0,4.0,142663.0,1947.0,156652.0,1380303.0,113491.0,North America,7.0,514.0,1.0,11842.0,2022-05-13,GRD
2460,Equatorial Guinea,15910.0,,183.0,,15701.0,,26.0,5.0,10688.0,123.0,317211.0,213104.0,1488525.0,Africa,94.0,8134.0,5.0,17.0,2022-05-13,GNQ
2461,Djibouti,15631.0,,189.0,,15427.0,,15.0,,15405.0,186.0,305941.0,301515.0,1014678.0,Africa,65.0,5369.0,3.0,15.0,2022-05-13,DJI
2462,CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2938.0,23.0,81294.0,16306.0,4985677.0,Africa,340.0,44121.0,61.0,1540.0,2022-05-13,CAF
2463,Bermuda,14135.0,,135.0,,13664.0,,336.0,,228533.0,2183.0,893980.0,14453768.0,61851.0,North America,4.0,458.0,0.0,5432.0,2022-05-13,BMU
2464,Dominica,12685.0,,63.0,,12323.0,,299.0,,175406.0,871.0,194894.0,2694958.0,72318.0,North America,6.0,1148.0,0.0,4135.0,2022-05-13,DMA
2465,Monaco,12000.0,2.0,54.0,,11842.0,11.0,104.0,4.0,301818.0,1358.0,54960.0,1382329.0,39759.0,Europe,3.0,736.0,1.0,2616.0,2022-05-13,MCO
2466,Gambia,11996.0,3.0,365.0,,11591.0,,40.0,,4718.0,144.0,155686.0,61229.0,2542681.0,Africa,212.0,6966.0,16.0,16.0,2022-05-13,GMB
2467,Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210191.0,369.0,164926.0,2895826.0,56953.0,North America,5.0,2712.0,0.0,161344.0,2022-05-13,GRL
2468,Yemen,11819.0,,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8544.0,31045417.0,Asia,2627.0,14446.0,117.0,21.0,2022-05-13,YEM
2469,Tonga,11049.0,,11.0,,10110.0,,928.0,,102382.0,102.0,518262.0,4802324.0,107919.0,Australia/Oceania,10.0,9811.0,0.0,8599.0,2022-05-13,TON
2470,Samoa,11045.0,268.0,23.0,1.0,1605.0,,9417.0,4.0,54988.0,115.0,82612.0,411287.0,200862.0,Australia/Oceania,18.0,8733.0,2.0,46883.0,2022-05-13,WSM
2471,Saint Martin,10602.0,,63.0,,1399.0,,9140.0,7.0,265781.0,1579.0,112382.0,2817298.0,39890.0,North America,4.0,633.0,0.0,229130.0,2022-05-13,MAF
2472,Sint Maarten,10123.0,,86.0,,9985.0,,52.0,10.0,231224.0,1964.0,62056.0,1417451.0,43780.0,North America,4.0,509.0,1.0,1188.0,2022-05-13,SXM
2473,Caribbean Netherlands,9903.0,12.0,35.0,,9819.0,10.0,49.0,,371233.0,1312.0,30126.0,1129330.0,26676.0,North America,3.0,762.0,1.0,1837.0,2022-05-13,BES
2474,Eritrea,9740.0,5.0,103.0,,9632.0,,5.0,,2678.0,28.0,23693.0,6513.0,3637560.0,Africa,373.0,35316.0,154.0,1.0,2022-05-13,ERI
2475,Niger,9010.0,3.0,310.0,,8577.0,2.0,123.0,1.0,349.0,12.0,252882.0,9789.0,25832654.0,Africa,2867.0,83331.0,102.0,5.0,2022-05-13,NER
2476,Guinea-Bissau,8215.0,1.0,171.0,,8005.0,,39.0,6.0,3999.0,83.0,135939.0,66171.0,2054344.0,Africa,250.0,12014.0,15.0,19.0,2022-05-13,GNB
2477,Vanuatu,8194.0,48.0,14.0,,7725.0,151.0,455.0,,25569.0,44.0,24976.0,77936.0,320468.0,Australia/Oceania,39.0,22891.0,13.0,1420.0,2022-05-13,VUT
2478,Comoros,8100.0,,160.0,,7933.0,,7.0,,8960.0,177.0,,,903990.0,Africa,112.0,5650.0,,8.0,2022-05-13,COM
2479,Antigua and Barbuda,7721.0,,137.0,,7511.0,,73.0,1.0,77649.0,1378.0,18901.0,190084.0,99435.0,North America,13.0,726.0,5.0,734.0,2022-05-13,ATG
2480,Sierra Leone,7682.0,,125.0,,,,,,928.0,15.0,259958.0,31403.0,8278140.0,Africa,1078.0,66225.0,32.0,331.0,2022-05-13,SLE
2481,Liberia,7451.0,,294.0,,5747.0,,1410.0,2.0,1412.0,56.0,139824.0,26490.0,5278348.0,Africa,708.0,17954.0,38.0,267.0,2022-05-13,LBR
2482,Chad,7414.0,,193.0,,4874.0,,2347.0,,429.0,11.0,191341.0,11060.0,17300674.0,Africa,2334.0,89641.0,90.0,136.0,2022-05-13,TCD
