,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Total Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Active Cases/1M pop,Date,Country Code
2483,St. Vincent Grenadines,6794.0,3.0,106.0,,6641.0,,47.0,,60881.0,950.0,99121.0,888229.0,111594.0,North America,16.0,1053.0,1.0,421.0,2022-05-13,VCT
2484,British Virgin Islands,6573.0,,62.0,,,,,1.0,214769.0,2026.0,103637.0,3386277.0,30605.0,North America,5.0,494.0,0.0,5065.0,2022-05-13,VGB
2485,Turks and Caicos,6046.0,,36.0,,5963.0,,47.0,4.0,152331.0,907.0,505354.0,12732527.0,39690.0,North America,7.0,1103.0,0.0,1184.0,2022-05-13,TCA
2486,Sao Tome and Principe,5970.0,,73.0,,5891.0,,6.0,,26333.0,322.0,29036.0,128073.0,226715.0,Africa,38.0,3106.0,8.0,26.0,2022-05-13,STP
2487,Saint Kitts and Nevis,5600.0,2.0,43.0,,5540.0,6.0,17.0,,103900.0,798.0,70707.0,1311867.0,53898.0,North America,10.0,1253.0,1.0,315.0,2022-05-13,KNA
2488,Cook Islands,5390.0,20.0,1.0,,5274.0,17.0,115.0,,306354.0,57.0,17419.0,990053.0,17594.0,Australia/Oceania,3.0,17594.0,1.0,6536.0,2022-05-13,COK
2489,Palau,4782.0,97.0,6.0,,4087.0,79.0,689.0,1.0,261970.0,329.0,47272.0,2589679.0,18254.0,Australia/Oceania,4.0,3042.0,0.0,37745.0,2022-05-13,PLW
2490,St. Barth,4611.0,,6.0,,,,,,464210.0,604.0,78646.0,7917648.0,9933.0,North America,2.0,1656.0,0.0,417095.0,2022-05-13,BLM
2491,Kiribati,3093.0,,13.0,,2602.0,,478.0,3.0,25177.0,106.0,,,122852.0,Australia/Oceania,40.0,9450.0,,3891.0,2022-05-13,KIR
2492,Anguilla,2984.0,,9.0,,2916.0,,59.0,4.0,195646.0,590.0,51382.0,3368870.0,15252.0,North America,5.0,1695.0,0.0,3868.0,2022-05-13,AIA
2493,Saint Pierre Miquelon,2739.0,,1.0,,2449.0,,289.0,1.0,477095.0,174.0,23687.0,4125936.0,5741.0,North America,2.0,5741.0,0.0,50340.0,2022-05-13,SPM
2494,Falkland Islands,1126.0,,,,,,,,306979.0,,8632.0,2353326.0,3668.0,South America,3.0,,0.0,273173.0,2022-05-13,
2495,Montserrat,747.0,,2.0,,390.0,,355.0,,149460.0,400.0,11238.0,2248499.0,4998.0,North America,7.0,2499.0,0.0,71028.0,2022-05-13,MSR
2496,Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,,,,,,2022-05-13,
2497,Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41751.0,644.0,20508.0,1885967.0,10874.0,Australia/Oceania,24.0,1553.0,1.0,828.0,2022-05-13,WLF
2498,Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8073.0,665771.0,Asia,8119.0,,124.0,,2022-05-13,MAC
2499,Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,Europe,28.0,,,,2022-05-13,
2500,Marshall Islands,17.0,,,,14.0,,3.0,,284.0,,,,59932.0,Australia/Oceania,3525.0,,,50.0,2022-05-13,
2501,Western Sahara,10.0,,1.0,,9.0,,0.0,,16.0,2.0,,,624600.0,Africa,62460.0,624600.0,,,2022-05-13,ESH
2502,MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,,,,,,2022-05-13,
2503,Niue,9.0,,,,8.0,1.0,1.0,,5468.0,,,,1646.0,Australia/Oceania,183.0,,,608.0,2022-05-13,
2504,Micronesia,7.0,,,,1.0,,6.0,,60.0,,,,117262.0,Australia/Oceania,16752.0,,,51.0,2022-05-13,
2505,Nauru,7.0,,,,4.0,,3.0,,639.0,,,,10950.0,Australia/Oceania,1564.0,,,274.0,2022-05-13,
2506,Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6111.0,Africa,3056.0,,,,2022-05-13,
2507,China,221289.0,331.0,5205.0,2.0,209140.0,614.0,6944.0,397.0,154.0,4.0,160000000.0,111163.0,1439323776.0,Asia,6504.0,276527.0,9.0,5.0,2022-05-13,CHN
2508,USA,84174521.0,26740.0,1026527.0,55.0,81204934.0,37227.0,1943060.0,1936.0,251558.0,3068.0,1016652419.0,3038299.0,334612330.0,North America,4.0,326.0,0.0,5807.0,2022-05-14,USA
2509,India,43117836.0,2487.0,524190.0,13.0,42573460.0,2878.0,20186.0,698.0,30684.0,373.0,842458167.0,599514.0,1405235993.0,Asia,33.0,2681.0,2.0,14.0,2022-05-14,IND
2510,Brazil,30664739.0,17355.0,664830.0,90.0,29711738.0,6664.0,288171.0,8318.0,142382.0,3087.0,63776166.0,296125.0,215369381.0,South America,7.0,324.0,3.0,1338.0,2022-05-14,BRA
2511,France,29130343.0,30459.0,147257.0,,28097720.0,58856.0,885366.0,1329.0,444452.0,2247.0,271490188.0,4142225.0,65542109.0,Europe,2.0,445.0,0.0,13508.0,2022-05-14,FRA
2512,Germany,25733580.0,40929.0,137809.0,98.0,23875700.0,49700.0,1720071.0,1279.0,305327.0,1635.0,122332384.0,1451463.0,84282150.0,Europe,3.0,612.0,1.0,20408.0,2022-05-14,DEU
2513,UK,22159805.0,,176708.0,,21657770.0,,325327.0,253.0,323269.0,2578.0,519264096.0,7575058.0,68549194.0,Europe,3.0,388.0,0.0,4746.0,2022-05-14,GBR
2514,Russia,18250290.0,5047.0,377464.0,107.0,17633601.0,7378.0,239225.0,2300.0,124958.0,2584.0,273400000.0,1871951.0,146050826.0,Europe,8.0,387.0,1.0,1638.0,2022-05-14,RUS
2515,S. Korea,17756627.0,29541.0,23661.0,55.0,,,,341.0,345788.0,461.0,15804065.0,307764.0,51351235.0,Asia,3.0,2170.0,3.0,326447.0,2022-05-14,KOR
2516,Italy,16993813.0,36042.0,165091.0,91.0,15820859.0,43318.0,1007863.0,341.0,281837.0,2738.0,217395343.0,3605438.0,60296507.0,Europe,4.0,365.0,0.0,16715.0,2022-05-14,ITA
2517,Turkey,15051761.0,1407.0,98885.0,5.0,14949593.0,1645.0,3283.0,975.0,174966.0,1149.0,160495172.0,1865642.0,86026772.0,Asia,6.0,870.0,1.0,38.0,2022-05-14,TUR
2518,Spain,12127122.0,,105444.0,,11548089.0,,473589.0,339.0,259190.0,2254.0,471036328.0,10067363.0,46788454.0,Europe,4.0,444.0,0.0,10122.0,2022-05-14,ESP
2519,Vietnam,10693141.0,1895.0,43063.0,2.0,9344029.0,5563.0,1306049.0,333.0,108047.0,435.0,85809483.0,867049.0,98967331.0,Asia,9.0,2298.0,1.0,13197.0,2022-05-14,VNM
2520,Argentina,9101319.0,,128729.0,,8895999.0,,76591.0,372.0,197997.0,2800.0,35716069.0,776993.0,45967042.0,South America,5.0,357.0,1.0,1666.0,2022-05-14,ARG
2521,Japan,8260356.0,39228.0,29974.0,31.0,7890937.0,33849.0,339445.0,159.0,65685.0,238.0,50175204.0,398987.0,125756541.0,Asia,15.0,4196.0,3.0,2699.0,2022-05-14,JPN
2522,Netherlands,8067116.0,,22292.0,,7984457.0,,60367.0,55.0,468872.0,1296.0,21107399.0,1226791.0,17205377.0,Europe,2.0,772.0,1.0,3509.0,2022-05-14,NLD
2523,Iran,7227428.0,255.0,141209.0,7.0,7016677.0,2191.0,69542.0,763.0,84048.0,1642.0,51622353.0,600315.0,85992158.0,Asia,12.0,609.0,2.0,809.0,2022-05-14,IRN
2524,Australia,6533974.0,50434.0,7767.0,48.0,6081083.0,,445124.0,121.0,250823.0,298.0,70496467.0,2706189.0,26050091.0,Australia/Oceania,4.0,3354.0,0.0,17087.0,2022-05-14,AUS
2525,Colombia,6095316.0,,139821.0,,5928829.0,,26666.0,342.0,117463.0,2694.0,34675581.0,668233.0,51891469.0,South America,9.0,371.0,1.0,514.0,2022-05-14,COL
2526,Indonesia,6050211.0,308.0,156448.0,5.0,5888825.0,416.0,4938.0,2771.0,21693.0,561.0,97115043.0,348204.0,278902419.0,Asia,46.0,1783.0,3.0,18.0,2022-05-14,IDN
2527,Poland,6002863.0,434.0,116186.0,21.0,5335086.0,30.0,551591.0,981.0,158934.0,3076.0,36208054.0,958658.0,37769533.0,Europe,6.0,325.0,1.0,14604.0,2022-05-14,POL
2528,Mexico,5745652.0,,324465.0,,5044893.0,,376294.0,4798.0,43709.0,2468.0,15855490.0,120618.0,131451908.0,North America,23.0,405.0,8.0,2863.0,2022-05-14,MEX
2529,Ukraine,5006460.0,,108449.0,,,,,177.0,115769.0,2508.0,19521252.0,451408.0,43245267.0,Europe,9.0,399.0,2.0,19424.0,2022-05-14,UKR
2530,Malaysia,4473500.0,2373.0,35607.0,5.0,4409159.0,,28734.0,42.0,135000.0,1075.0,59212377.0,1786888.0,33137151.0,Asia,7.0,931.0,1.0,867.0,2022-05-14,MYS
2531,Thailand,4367752.0,6736.0,29424.0,54.0,4264998.0,9213.0,73330.0,1496.0,62285.0,420.0,17270775.0,246283.0,70125689.0,Asia,16.0,2383.0,4.0,1046.0,2022-05-14,THA
2532,Austria,4205380.0,3777.0,18296.0,7.0,4124821.0,6178.0,62263.0,65.0,462030.0,2010.0,184874698.0,20311513.0,9101966.0,Europe,2.0,497.0,0.0,6841.0,2022-05-14,AUT
2533,Belgium,4116397.0,,31613.0,,3935128.0,,149656.0,117.0,352328.0,2706.0,33846023.0,2896927.0,11683424.0,Europe,3.0,370.0,0.0,12809.0,2022-05-14,BEL
2534,Israel,4104286.0,1083.0,10749.0,,4077746.0,,15791.0,150.0,440091.0,1153.0,41373364.0,4436346.0,9326000.0,Asia,2.0,868.0,0.0,1693.0,2022-05-14,ISR
2535,Portugal,3935932.0,,22420.0,,,,,61.0,388104.0,2211.0,41810659.0,4122759.0,10141427.0,Europe,3.0,452.0,0.0,102287.0,2022-05-14,PRT
2536,Czechia,3915231.0,469.0,40240.0,,3869237.0,1318.0,5754.0,15.0,364346.0,3745.0,55312880.0,5147334.0,10745927.0,Europe,3.0,267.0,0.0,535.0,2022-05-14,CZE
2537,South Africa,3879434.0,8015.0,100744.0,9.0,3702416.0,5931.0,76274.0,192.0,63912.0,1660.0,24841314.0,409252.0,60699249.0,Africa,16.0,603.0,2.0,1257.0,2022-05-14,ZAF
2538,Canada,3819771.0,1575.0,40217.0,11.0,3497491.0,2073.0,282063.0,423.0,99583.0,1048.0,61436458.0,1601678.0,38357561.0,North America,10.0,954.0,1.0,7354.0,2022-05-14,CAN
2539,Philippines,3687748.0,174.0,60455.0,,3624171.0,288.0,3122.0,289.0,32840.0,538.0,29806193.0,265432.0,112293283.0,Asia,30.0,1857.0,4.0,28.0,2022-05-14,PHL
2540,Switzerland,3631881.0,,13882.0,,3545889.0,5618.0,72110.0,78.0,414016.0,1582.0,20927607.0,2385639.0,8772327.0,Europe,2.0,632.0,0.0,8220.0,2022-05-14,CHE
2541,Chile,3595968.0,4928.0,57697.0,17.0,3461103.0,3605.0,77168.0,171.0,185155.0,2971.0,37581991.0,1935085.0,19421364.0,South America,5.0,337.0,1.0,3973.0,2022-05-14,CHL
2542,Peru,3571516.0,403.0,213013.0,10.0,,,,248.0,105585.0,6297.0,30199570.0,892793.0,33825955.0,South America,9.0,159.0,1.0,48420.0,2022-05-14,PER
2543,Greece,3384982.0,4324.0,29521.0,15.0,3299132.0,2635.0,56329.0,178.0,327736.0,2858.0,81097651.0,7851913.0,10328394.0,Europe,3.0,350.0,0.0,5454.0,2022-05-14,GRC
2544,Denmark,2975820.0,395.0,6278.0,7.0,2958926.0,836.0,10616.0,12.0,510421.0,1077.0,127333329.0,21840549.0,5830134.0,Europe,2.0,929.0,0.0,1821.0,2022-05-14,DNK
2545,Romania,2902270.0,520.0,65599.0,6.0,,,,150.0,152758.0,3453.0,22929039.0,1206849.0,18999100.0,Europe,7.0,290.0,1.0,12106.0,2022-05-14,ROU
2546,Sweden,2504894.0,,18864.0,,2476511.0,,9519.0,9.0,245184.0,1846.0,18553837.0,1816088.0,10216378.0,Europe,4.0,542.0,1.0,932.0,2022-05-14,SWE
2547,Iraq,2326288.0,68.0,25216.0,,2299796.0,87.0,1276.0,10.0,55519.0,602.0,18521636.0,442038.0,41900507.0,Asia,18.0,1662.0,2.0,30.0,2022-05-14,IRQ
2548,Serbia,2012270.0,327.0,16045.0,1.0,1986311.0,978.0,9914.0,15.0,232044.0,1850.0,9586620.0,1105477.0,8671933.0,Europe,4.0,540.0,1.0,1143.0,2022-05-14,SRB
2549,Bangladesh,1952957.0,22.0,29127.0,,1898630.0,520.0,25200.0,1273.0,11643.0,174.0,14043672.0,83723.0,167740682.0,Asia,86.0,5759.0,12.0,150.0,2022-05-14,BGD
2550,Hungary,1909948.0,,46343.0,,1821435.0,,42170.0,29.0,198648.0,4820.0,11394556.0,1185113.0,9614740.0,Europe,5.0,207.0,1.0,4386.0,2022-05-14,HUN
2551,Slovakia,1786579.0,335.0,20018.0,10.0,1760004.0,926.0,6557.0,30.0,326939.0,3663.0,7123790.0,1303635.0,5464560.0,Europe,3.0,273.0,1.0,1200.0,2022-05-14,SVK
2552,Jordan,1694216.0,,14048.0,,1678941.0,,1227.0,124.0,163039.0,1352.0,16670254.0,1604220.0,10391503.0,Asia,6.0,740.0,1.0,118.0,2022-05-14,JOR
2553,Georgia,1655221.0,,16811.0,,1637293.0,,1117.0,,416415.0,4229.0,16920079.0,4256700.0,3974929.0,Asia,2.0,236.0,0.0,281.0,2022-05-14,GEO
2554,Ireland,1535451.0,,7203.0,,1497946.0,,30302.0,28.0,304631.0,1429.0,12144747.0,2409500.0,5040359.0,Europe,3.0,700.0,0.0,6012.0,2022-05-14,IRL
2555,Pakistan,1529080.0,85.0,30376.0,,1494141.0,,4563.0,115.0,6681.0,133.0,28316825.0,123726.0,228867052.0,Asia,150.0,7534.0,8.0,20.0,2022-05-14,PAK
2556,Norway,1429630.0,87.0,3061.0,,,,,20.0,259929.0,557.0,11002430.0,2000414.0,5500076.0,Europe,4.0,1797.0,0.0,243200.0,2022-05-14,NOR
2557,Kazakhstan,1305631.0,5.0,13661.0,,1291411.0,258.0,559.0,24.0,68022.0,712.0,11575012.0,603042.0,19194373.0,Asia,15.0,1405.0,2.0,29.0,2022-05-14,KAZ
2558,Singapore,1236850.0,3383.0,1362.0,,1158385.0,,77103.0,6.0,208367.0,229.0,23767171.0,4003965.0,5935909.0,Asia,5.0,4358.0,0.0,12989.0,2022-05-14,SGP
2559,Hong Kong,1207963.0,284.0,9359.0,1.0,,,,5.0,158732.0,1230.0,44972952.0,5909645.0,7610094.0,Asia,6.0,813.0,0.0,155763.0,2022-05-14,HKG
2560,Morocco,1165625.0,81.0,16071.0,,1149003.0,12.0,551.0,293.0,30899.0,426.0,11237010.0,297873.0,37724142.0,Africa,32.0,2347.0,3.0,15.0,2022-05-14,MAR
2561,Bulgaria,1161351.0,153.0,37043.0,2.0,1014280.0,22.0,110028.0,56.0,169511.0,5407.0,9921119.0,1448084.0,6851202.0,Europe,6.0,185.0,1.0,16060.0,2022-05-14,BGR
2562,Croatia,1130562.0,543.0,15920.0,5.0,1110059.0,718.0,4583.0,17.0,278587.0,3923.0,4832076.0,1190695.0,4058199.0,Europe,4.0,255.0,1.0,1129.0,2022-05-14,HRV
2563,Cuba,1104393.0,103.0,8529.0,,1095369.0,73.0,495.0,23.0,97615.0,754.0,12920253.0,1141995.0,11313760.0,North America,10.0,1327.0,1.0,44.0,2022-05-14,CUB
2564,Lebanon,1097820.0,94.0,10405.0,2.0,1084400.0,453.0,3015.0,186.0,162193.0,1537.0,4795578.0,708502.0,6768615.0,Asia,6.0,651.0,1.0,445.0,2022-05-14,LBN
2565,Finland,1069740.0,,4284.0,,,,,21.0,192513.0,771.0,10832080.0,1949364.0,5556726.0,Europe,5.0,1297.0,1.0,183463.0,2022-05-14,FIN
2566,Lithuania,1060423.0,166.0,9128.0,1.0,1032097.0,426.0,19198.0,11.0,399904.0,3442.0,9954903.0,3754172.0,2651691.0,Europe,3.0,291.0,0.0,7240.0,2022-05-14,LTU
2567,Tunisia,1041197.0,,28575.0,,,,,29.0,86416.0,2372.0,4592916.0,381199.0,12048599.0,Africa,12.0,422.0,3.0,-1173.08,2022-05-14,TUN
2568,New Zealand,1037855.0,7122.0,909.0,17.0,983286.0,6803.0,53660.0,,207484.0,182.0,7127584.0,1424918.0,5002100.0,Australia/Oceania,5.0,5503.0,1.0,10727.0,2022-05-14,NZL
2569,Slovenia,1018900.0,553.0,6619.0,3.0,1002588.0,970.0,9693.0,13.0,489981.0,3183.0,2656102.0,1277298.0,2079469.0,Europe,2.0,314.0,1.0,4661.0,2022-05-14,SVN
2570,Belarus,982867.0,,6978.0,,,,,,104078.0,739.0,13220483.0,1399949.0,9443543.0,Europe,10.0,1353.0,1.0,5014.0,2022-05-14,BLR
2571,Nepal,978989.0,2.0,11952.0,,966873.0,16.0,164.0,,32512.0,397.0,5665922.0,188167.0,30111215.0,Asia,31.0,2519.0,5.0,5.0,2022-05-14,NPL
2572,Bolivia,905994.0,89.0,21926.0,17.0,863219.0,215.0,20849.0,220.0,75694.0,1832.0,2705422.0,226034.0,11969119.0,South America,13.0,546.0,4.0,1742.0,2022-05-14,BOL
2573,Uruguay,902540.0,,7213.0,,892434.0,,2893.0,18.0,258155.0,2063.0,6114822.0,1749032.0,3496118.0,South America,4.0,485.0,1.0,827.0,2022-05-14,URY
2574,UAE,901809.0,352.0,2302.0,,885537.0,288.0,13970.0,,89177.0,228.0,158680414.0,15691319.0,10112624.0,Asia,11.0,4393.0,0.0,1381.0,2022-05-14,ARE
2575,Ecuador,872268.0,,35607.0,,,,,759.0,48082.0,1963.0,2470170.0,136163.0,18141230.0,South America,21.0,509.0,7.0,21651.0,2022-05-14,ECU
2576,Costa Rica,866164.0,,8444.0,,841683.0,,16037.0,48.0,167193.0,1630.0,4401922.0,849689.0,5180626.0,North America,6.0,614.0,1.0,3096.0,2022-05-14,CRI
2577,Guatemala,851877.0,,17792.0,,831794.0,,2291.0,5.0,45968.0,960.0,4543522.0,245175.0,18531763.0,North America,22.0,1042.0,4.0,124.0,2022-05-14,GTM
2578,Latvia,825699.0,,5798.0,,816253.0,,3648.0,6.0,446944.0,3138.0,7217715.0,3906887.0,1847434.0,Europe,2.0,319.0,0.0,1975.0,2022-05-14,LVA
2579,Panama,803223.0,3054.0,8202.0,1.0,771367.0,2054.0,23654.0,16.0,180863.0,1847.0,6005884.0,1352352.0,4441067.0,North America,6.0,541.0,1.0,5326.0,2022-05-14,PAN
2580,Azerbaijan,792638.0,,9709.0,,782869.0,,60.0,,76887.0,942.0,6838458.0,663340.0,10309133.0,Asia,13.0,1062.0,2.0,6.0,2022-05-14,AZE
2581,Saudi Arabia,758361.0,434.0,9111.0,3.0,743309.0,263.0,5941.0,60.0,21170.0,254.0,42099496.0,1175240.0,35822040.0,Asia,47.0,3932.0,1.0,166.0,2022-05-14,SAU
2582,Sri Lanka,663655.0,8.0,16511.0,,646156.0,2.0,988.0,,30753.0,765.0,6486117.0,300558.0,21580218.0,Asia,33.0,1307.0,3.0,46.0,2022-05-14,LKA
2583,Paraguay,649718.0,,18872.0,,624673.0,,6173.0,2.0,89058.0,2587.0,2633737.0,361010.0,7295466.0,South America,11.0,387.0,3.0,846.0,2022-05-14,PRY
2584,Taiwan,635870.0,76214.0,1009.0,40.0,46143.0,,588718.0,,26609.0,42.0,15820952.0,662049.0,23896938.0,Asia,38.0,23684.0,2.0,24636.0,2022-05-14,TWN
2585,Kuwait,632074.0,,2555.0,,629114.0,,405.0,3.0,144046.0,582.0,8071763.0,1839503.0,4388014.0,Asia,7.0,1717.0,1.0,92.0,2022-05-14,KWT
2586,Myanmar,613116.0,20.0,19434.0,,592073.0,8.0,1609.0,,11130.0,353.0,8068209.0,146460.0,55088138.0,Asia,90.0,2835.0,7.0,29.0,2022-05-14,MMR
2587,Palestine,582119.0,,5353.0,,576684.0,,82.0,17.0,109382.0,1006.0,3078533.0,578467.0,5321878.0,Asia,9.0,994.0,2.0,15.0,2022-05-14,PSE
2588,Dominican Republic,580336.0,76.0,4376.0,,575485.0,98.0,475.0,1.0,52518.0,396.0,3304458.0,299040.0,11050213.0,North America,19.0,2525.0,3.0,43.0,2022-05-14,DOM
2589,Bahrain,576395.0,602.0,1479.0,,569221.0,537.0,5695.0,4.0,318187.0,816.0,9775981.0,5396634.0,1811496.0,Asia,3.0,1225.0,0.0,3144.0,2022-05-14,BHR
2590,Estonia,573922.0,,2556.0,,514836.0,,56530.0,3.0,432107.0,1924.0,3345340.0,2518713.0,1328194.0,Europe,2.0,520.0,0.0,42562.0,2022-05-14,EST
2591,Venezuela,522921.0,,5711.0,,516170.0,,1040.0,230.0,18487.0,202.0,3359014.0,118751.0,28286128.0,South America,54.0,4953.0,8.0,37.0,2022-05-14,VEN
2592,Moldova,516986.0,,11489.0,,504142.0,,1355.0,49.0,128715.0,2860.0,3216305.0,800767.0,4016530.0,Europe,8.0,350.0,1.0,337.0,2022-05-14,MDA
2593,Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4868.0,232.0,3693367.0,34868.0,105923104.0,Africa,205.0,4304.0,29.0,461.0,2022-05-14,EGY
2594,Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71242.0,913.0,2477219.0,351626.0,7045045.0,Africa,14.0,1096.0,3.0,639.0,2022-05-14,LBY
2595,Cyprus,477711.0,,1032.0,,124370.0,,352309.0,60.0,390381.0,843.0,9477138.0,7744633.0,1223704.0,Asia,3.0,1186.0,0.0,287904.0,2022-05-14,CYP
2596,Ethiopia,470899.0,38.0,7510.0,,455755.0,2.0,7634.0,6.0,3916.0,62.0,4832669.0,40186.0,120257307.0,Africa,255.0,16013.0,25.0,63.0,2022-05-14,ETH
2597,Mongolia,469885.0,,2179.0,,313256.0,,154450.0,192.0,139165.0,645.0,4030048.0,1193573.0,3376456.0,Asia,7.0,1550.0,1.0,45743.0,2022-05-14,MNG
2598,Honduras,424390.0,,10896.0,,132358.0,,281136.0,105.0,41617.0,1068.0,1365056.0,133861.0,10197528.0,North America,24.0,936.0,7.0,27569.0,2022-05-14,HND
2599,Armenia,422896.0,,8623.0,,412048.0,,2225.0,,142220.0,2900.0,3068217.0,1031839.0,2973543.0,Asia,7.0,345.0,1.0,748.0,2022-05-14,ARM
2600,Réunion,405980.0,,762.0,,395430.0,,9788.0,10.0,447512.0,840.0,1603660.0,1767715.0,907194.0,Africa,2.0,1191.0,1.0,10789.0,2022-05-14,REU
2601,Oman,389370.0,12.0,4259.0,,384543.0,,568.0,3.0,72806.0,796.0,25000000.0,4674598.0,5348054.0,Asia,14.0,1256.0,0.0,106.0,2022-05-14,OMN
2602,Bosnia and Herzegovina,377511.0,,15778.0,,,,,,116412.0,4865.0,1767199.0,544948.0,3242878.0,Europe,9.0,206.0,2.0,52273.0,2022-05-14,BIH
2603,Qatar,365938.0,96.0,677.0,,364214.0,118.0,1047.0,2.0,130329.0,241.0,3481344.0,1239881.0,2807805.0,Asia,8.0,4147.0,1.0,373.0,2022-05-14,QAT
2604,Kenya,323975.0,36.0,5649.0,,318120.0,10.0,206.0,2.0,5788.0,101.0,3628019.0,64817.0,55973309.0,Africa,173.0,9909.0,15.0,4.0,2022-05-14,KEN
2605,Zambia,320481.0,110.0,3983.0,,315916.0,81.0,582.0,,16570.0,206.0,3450306.0,178394.0,19340969.0,Africa,60.0,4856.0,6.0,30.0,2022-05-14,ZMB
2606,North Macedonia,310684.0,,9289.0,,300761.0,,634.0,,149137.0,4459.0,2034606.0,976666.0,2083215.0,Europe,7.0,224.0,1.0,304.0,2022-05-14,MKD
2607,Botswana,306324.0,,2690.0,,303026.0,,608.0,1.0,125547.0,1103.0,2026898.0,830728.0,2439907.0,Africa,8.0,907.0,1.0,249.0,2022-05-14,BWA
2608,Albania,275534.0,40.0,3497.0,,271812.0,14.0,225.0,2.0,95940.0,1218.0,1816684.0,632560.0,2871954.0,Europe,10.0,821.0,2.0,78.0,2022-05-14,ALB
2609,Algeria,265814.0,2.0,6875.0,,178371.0,,80568.0,6.0,5865.0,152.0,230861.0,5094.0,45323351.0,Africa,171.0,6592.0,196.0,1778.0,2022-05-14,DZA
2610,Nigeria,255836.0,23.0,3143.0,,249936.0,7.0,2757.0,11.0,1186.0,15.0,5114703.0,23719.0,215637422.0,Africa,843.0,68609.0,42.0,13.0,2022-05-14,NGA
2611,Zimbabwe,249131.0,75.0,5482.0,,242366.0,51.0,1283.0,12.0,16320.0,359.0,2285861.0,149743.0,15265257.0,Africa,61.0,2785.0,7.0,84.0,2022-05-14,ZWE
2612,Luxembourg,244182.0,,1073.0,,235939.0,,7170.0,,378627.0,1664.0,4248188.0,6587206.0,644915.0,Europe,3.0,601.0,0.0,11118.0,2022-05-14,LUX
2613,Uzbekistan,238778.0,10.0,1637.0,,236913.0,33.0,228.0,23.0,6947.0,48.0,1377915.0,40089.0,34371189.0,Asia,144.0,20996.0,25.0,7.0,2022-05-14,UZB
2614,Montenegro,236153.0,59.0,2718.0,,232811.0,74.0,624.0,6.0,375912.0,4327.0,2464394.0,3922857.0,628214.0,Europe,3.0,231.0,0.0,993.0,2022-05-14,MNE
2615,Mozambique,225485.0,8.0,2201.0,,223190.0,,94.0,13.0,6857.0,67.0,1319240.0,40119.0,32883124.0,Africa,146.0,14940.0,25.0,3.0,2022-05-14,MOZ
2616,Laos,209321.0,65.0,754.0,,,,,,28014.0,101.0,1232128.0,164902.0,7471881.0,Asia,36.0,9910.0,6.0,26888.0,2022-05-14,LAO
2617,Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29890.0,445.0,1907195.0,283625.0,6724343.0,Asia,33.0,2248.0,4.0,237.0,2022-05-14,KGZ
2618,Iceland,186179.0,115.0,120.0,,,,,,539084.0,347.0,2264004.0,6555452.0,345362.0,Europe,2.0,2878.0,0.0,319589.0,2022-05-14,ISL
2619,Maldives,179483.0,,298.0,,163687.0,,15498.0,25.0,321512.0,534.0,2213831.0,3965691.0,558246.0,Asia,3.0,1873.0,0.0,27762.0,2022-05-14,MDV
2620,Afghanistan,179203.0,23.0,7686.0,3.0,162135.0,18.0,9382.0,1124.0,4418.0,190.0,950010.0,23423.0,40558235.0,Asia,226.0,5277.0,43.0,231.0,2022-05-14,AFG
2621,Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3388.0,74.0,2612795.0,53955.0,48425857.0,Africa,295.0,13467.0,19.0,1245.0,2022-05-14,UGA
2622,El Salvador,162089.0,,4129.0,,150662.0,,7298.0,8.0,24757.0,631.0,1950448.0,297912.0,6547069.0,North America,40.0,1586.0,3.0,1115.0,2022-05-14,SLV
2623,Ghana,161280.0,,1445.0,,159788.0,,47.0,1.0,4996.0,45.0,2442206.0,75660.0,32278842.0,Africa,200.0,22338.0,13.0,1.0,2022-05-14,GHA
2624,Namibia,159503.0,199.0,4028.0,,153662.0,,1813.0,,60729.0,1534.0,1015142.0,386505.0,2626464.0,Africa,16.0,652.0,3.0,690.0,2022-05-14,NAM
2625,Trinidad and Tobago,153471.0,504.0,3866.0,1.0,140228.0,1126.0,9377.0,18.0,109006.0,2746.0,722629.0,513261.0,1407916.0,North America,9.0,364.0,2.0,6660.0,2022-05-14,TTO
2626,Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408976.0,2471.0,828928.0,2212103.0,374724.0,North America,2.0,405.0,0.0,406227.0,2022-05-14,MTQ
2627,Brunei,144136.0,275.0,220.0,,142318.0,209.0,1598.0,1.0,323705.0,494.0,717784.0,1612023.0,445269.0,Asia,3.0,2024.0,1.0,3589.0,2022-05-14,BRN
